,Coach,Team,numSznsWTeam,numTotSzns,curr_games,curr_wins,curr_losses,franch_games,franch_wins,franch_losses,tot_games,tot_wins,tot_losses,win_percent,curr_pl_games,curr_pl_wins,curr_pl_losses,franch_pl_games,franch_pl_wins,franch_pl_losses,tot_pl_games,tot_pl_wins,tot_pl_losses,Season
629,Flip Saunders,DET,3,13,82,59,23,246,176,70,983,587,396,0.597,17.0,10.0,7.0,51.0,30.0,21.0,98.0,47.0,51.0,2007
630,Don Nelson,GSW,9,29,82,48,34,701,367,334,2234,1280,954,0.573,,,,35.0,14.0,21.0,166.0,75.0,91.0,2007
631,Rick Adelman,HOU,1,17,82,55,27,82,55,27,1315,807,508,0.614,6.0,2.0,4.0,6.0,2.0,4.0,144.0,72.0,72.0,2007
632,Jim O'Brien,IND,1,6,82,36,46,82,36,46,422,218,204,0.517,,,,,,,31.0,14.0,17.0,2007
633,Mike Dunleavy,LAC,5,15,82,23,59,410,175,235,1198,573,625,0.478,,,,12.0,7.0,5.0,71.0,38.0,33.0,2007
634,Phil Jackson,LAL,8,17,82,57,25,656,431,225,1394,976,418,0.7,21.0,14.0,7.0,125.0,82.0,43.0,277.0,193.0,84.0,2007
635,Marc Iavaroni,MEM,1,1,82,22,60,82,22,60,82,22,60,0.268,,,,,,,,,,2007
636,Pat Riley,MIA,11,24,82,15,67,849,454,395,1904,1210,694,0.636,,,,70.0,34.0,36.0,282.0,171.0,111.0,2007
637,Larry Krystkowiak,MIL,2,2,82,26,56,100,31,69,100,31,69,0.31,,,,,,,,,,2007
638,Randy Wittman,MIN,2,4,82,22,60,124,34,90,288,96,192,0.33299999999999996,,,,,,,,,,2007
639,Lawrence Frank,NJN,5,5,82,34,48,368,191,177,368,191,177,0.519,,,,38.0,18.0,20.0,38.0,18.0,20.0,2007
640,Byron Scott,NOH,4,8,82,56,26,328,151,177,616,300,316,0.48700000000000004,12.0,7.0,5.0,12.0,7.0,5.0,52.0,32.0,20.0,2007
641,Isiah Thomas,NYK,2,5,82,23,59,164,56,108,410,187,223,0.456,,,,,,,15.0,5.0,10.0,2007
642,Stan Van Gundy,ORL,1,4,82,52,30,82,52,30,267,164,103,0.614,10.0,5.0,5.0,10.0,5.0,5.0,38.0,22.0,16.0,2007
643,Maurice Cheeks,PHI,3,7,82,40,42,246,113,133,547,275,272,0.503,6.0,2.0,4.0,6.0,2.0,4.0,16.0,5.0,11.0,2007
644,Mike D'Antoni,PHO,5,6,82,55,27,389,253,136,439,267,172,0.608,5.0,1.0,4.0,51.0,26.0,25.0,51.0,26.0,25.0,2007
645,Nate McMillan,POR,3,8,82,41,41,246,94,152,641,306,335,0.47700000000000004,,,,,,,16.0,8.0,8.0,2007
646,Reggie Theus,SAC,1,1,82,38,44,82,38,44,82,38,44,0.46299999999999997,,,,,,,,,,2007
647,Gregg Popovich,SAS,12,12,82,56,26,934,632,302,934,632,302,0.677,17.0,9.0,8.0,160.0,101.0,59.0,160.0,101.0,59.0,2007
648,P.J. Carlesimo,SEA,1,7,82,20,62,82,20,62,487,203,284,0.41700000000000004,,,,,,,12.0,3.0,9.0,2007
649,Sam Mitchell,TOR,4,4,82,41,41,328,148,180,328,148,180,0.451,5.0,1.0,4.0,11.0,3.0,8.0,11.0,3.0,8.0,2007
650,Jerry Sloan,UTA,20,23,82,54,28,1591,995,596,1806,1089,717,0.603,12.0,6.0,6.0,181.0,91.0,90.0,187.0,93.0,94.0,2007
651,Eddie Jordan,WAS,5,7,82,43,39,410,196,214,507,229,278,0.452,6.0,2.0,4.0,26.0,8.0,18.0,26.0,8.0,18.0,2007
652,Richie Guerin,ATL,6,6,82,48,34,454,255,199,454,255,199,0.562,9.0,4.0,5.0,49.0,23.0,26.0,49.0,23.0,26.0,1969
653,Gene Shue,BAL,4,4,82,50,32,302,159,143,302,159,143,0.526,7.0,3.0,4.0,11.0,3.0,8.0,11.0,3.0,8.0,1969
654,Tom Heinsohn,BOS,1,1,82,34,48,82,34,48,82,34,48,0.415,,,,,,,,,,1969
655,Dick Motta,CHI,2,2,82,39,43,164,72,92,164,72,92,0.439,5.0,1.0,4.0,5.0,1.0,4.0,5.0,1.0,4.0,1969
656,Bob Cousy,CIN,1,1,82,36,46,82,36,46,82,36,46,0.439,,,,,,,,,,1969
657,Butch van Breda Kolff,DET,1,3,82,31,51,82,31,51,246,138,108,0.561,,,,,,,33.0,21.0,12.0,1969
658,Joe Mullaney,LAL,1,1,82,46,36,82,46,36,82,46,36,0.561,18.0,11.0,7.0,18.0,11.0,7.0,18.0,11.0,7.0,1969
659,Larry Costello,MIL,2,2,82,56,26,164,83,81,164,83,81,0.506,10.0,5.0,5.0,10.0,5.0,5.0,10.0,5.0,5.0,1969
660,Red Holzman,NYK,3,7,82,60,22,208,142,66,411,225,186,0.547,19.0,12.0,7.0,35.0,20.0,15.0,43.0,24.0,19.0,1969
661,Jack Ramsay,PHI,2,2,82,42,40,164,97,67,164,97,67,0.591,5.0,1.0,4.0,10.0,2.0,8.0,10.0,2.0,8.0,1969
662,Red Kerr,PHO,2,4,38,15,23,120,31,89,283,93,190,0.32899999999999996,,,,,,,8.0,1.0,7.0,1969
663,Jerry Colangelo,PHO,1,1,44,24,20,44,24,20,44,24,20,0.545,7.0,3.0,4.0,7.0,3.0,4.0,7.0,3.0,4.0,1969
664,Jack McMahon,SDR,3,8,26,9,17,190,61,129,549,260,289,0.474,,,,6.0,2.0,4.0,29.0,10.0,19.0,1969
665,Alex Hannum,SDR,1,12,56,18,38,56,18,38,879,491,388,0.5589999999999999,,,,,,,95.0,57.0,38.0,1969
666,Lenny Wilkens,SEA,1,1,82,36,46,82,36,46,82,36,46,0.439,,,,,,,,,,1969
667,George Lee,SFW,2,2,52,22,30,134,63,71,134,63,71,0.47,,,,6.0,2.0,4.0,6.0,2.0,4.0,1969
668,Al Attles,SFW,1,1,30,8,22,30,8,22,30,8,22,0.267,,,,,,,,,,1969
669,Larry Drew,ATL,3,3,82,44,38,230,128,102,230,128,102,0.557,6.0,2.0,4.0,24.0,10.0,14.0,24.0,10.0,14.0,2012
670,Doc Rivers,BOS,9,14,81,41,40,721,416,305,1060,587,473,0.5539999999999999,6.0,2.0,4.0,106.0,59.0,47.0,121.0,64.0,57.0,2012
671,Avery Johnson,BRK,3,7,28,14,14,176,60,116,440,254,186,0.5770000000000001,,,,,,,47.0,23.0,24.0,2012
672,P.J. Carlesimo,BRK,1,9,54,35,19,54,35,19,554,239,315,0.431,7.0,3.0,4.0,7.0,3.0,4.0,19.0,6.0,13.0,2012
673,Mike Dunlap,CHA,1,1,82,21,61,82,21,61,82,21,61,0.256,,,,,,,,,,2012
674,Tom Thibodeau,CHI,3,3,82,45,37,230,157,73,230,157,73,0.6829999999999999,12.0,5.0,7.0,34.0,16.0,18.0,34.0,16.0,18.0,2012
675,Byron Scott,CLE,3,13,82,24,58,230,64,166,937,416,521,0.444,,,,,,,57.0,33.0,24.0,2012
676,Rick Carlisle,DAL,5,11,82,41,41,394,239,155,886,520,366,0.5870000000000001,,,,41.0,23.0,18.0,103.0,53.0,50.0,2012
677,George Karl,DEN,9,25,82,57,25,680,423,257,1887,1131,756,0.599,6.0,2.0,4.0,59.0,21.0,38.0,185.0,80.0,105.0,2012
678,Lawrence Frank,DET,2,9,82,29,53,148,54,94,614,279,335,0.45399999999999996,,,,,,,38.0,18.0,20.0,2012
679,Mark Jackson,GSW,2,2,82,47,35,148,70,78,148,70,78,0.473,12.0,6.0,6.0,12.0,6.0,6.0,12.0,6.0,6.0,2012
680,Kevin McHale,HOU,2,4,82,45,37,148,79,69,242,118,124,0.488,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,2012
681,Frank Vogel,IND,3,3,81,49,32,185,111,74,185,111,74,0.6,19.0,11.0,8.0,35.0,18.0,17.0,35.0,18.0,17.0,2012
682,Vinny Del Negro,LAC,3,5,82,56,26,230,128,102,394,210,184,0.5329999999999999,6.0,2.0,4.0,17.0,6.0,11.0,29.0,10.0,19.0,2012
683,Mike Brown,LAL,2,7,5,1,4,71,42,29,481,314,167,0.653,,,,12.0,5.0,7.0,83.0,47.0,36.0,2012
684,Bernie Bickerstaff,LAL,1,14,5,4,1,5,4,1,937,419,518,0.447,,,,,,,33.0,12.0,21.0,2012
685,Mike D'Antoni,LAL,1,11,72,40,32,72,40,32,799,428,371,0.536,4.0,0.0,4.0,4.0,0.0,4.0,59.0,26.0,33.0,2012
686,Lionel Hollins,MEM,7,7,82,56,26,415,214,201,415,214,201,0.516,15.0,8.0,7.0,35.0,18.0,17.0,35.0,18.0,17.0,2012
687,Erik Spoelstra,MIA,5,5,82,66,16,394,260,134,394,260,134,0.66,23.0,16.0,7.0,79.0,50.0,29.0,79.0,50.0,29.0,2012
688,Scott Skiles,MIL,5,13,32,16,16,344,162,182,876,443,433,0.506,,,,7.0,3.0,4.0,42.0,18.0,24.0,2012
689,Jim Boylan,MIL,1,2,50,22,28,50,22,28,106,46,60,0.434,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,2012
690,Rick Adelman,MIN,2,22,82,31,51,148,57,91,1709,1002,707,0.586,,,,,,,157.0,79.0,78.0,2012
691,Monty Williams,NOH,3,3,82,27,55,230,94,136,230,94,136,0.409,,,,6.0,2.0,4.0,6.0,2.0,4.0,2012
692,Mike Woodson,NYK,2,8,82,54,28,106,72,34,598,278,320,0.465,12.0,6.0,6.0,17.0,7.0,10.0,46.0,18.0,28.0,2012
693,Scott Brooks,OKC,5,5,82,60,22,381,234,147,381,234,147,0.614,11.0,5.0,6.0,54.0,29.0,25.0,54.0,29.0,25.0,2012
694,Jacque Vaughn,ORL,1,1,82,20,62,82,20,62,82,20,62,0.244,,,,,,,,,,2012
695,Doug Collins,PHI,3,11,82,34,48,230,110,120,849,442,407,0.521,,,,18.0,8.0,10.0,56.0,23.0,33.0,2012
696,Alvin Gentry,PHO,5,12,41,13,28,302,158,144,705,335,370,0.475,,,,16.0,10.0,6.0,21.0,12.0,9.0,2012
697,Lindsey Hunter,PHO,1,1,41,12,29,41,12,29,41,12,29,0.293,,,,,,,,,,2012
698,Terry Stotts,POR,1,5,82,33,49,82,33,49,365,148,217,0.405,,,,,,,5.0,1.0,4.0,2012
699,Keith Smart,SAC,2,4,82,28,54,141,48,93,263,93,170,0.354,,,,,,,,,,2012
700,Gregg Popovich,SAS,17,17,82,58,24,1328,905,423,1328,905,423,0.6809999999999999,21.0,15.0,6.0,216.0,133.0,83.0,216.0,133.0,83.0,2012
701,Dwane Casey,TOR,2,4,82,34,48,148,57,91,270,110,160,0.40700000000000003,,,,,,,,,,2012
702,Tyrone Corbin,UTA,3,3,82,43,39,176,87,89,176,87,89,0.494,,,,4.0,0.0,4.0,4.0,0.0,4.0,2012
703,Randy Wittman,WAS,2,7,82,29,53,131,47,84,438,147,291,0.336,,,,,,,,,,2012
704,Cotton Fitzsimmons,ATL,4,6,74,28,46,320,140,180,484,237,247,0.49,,,,6.0,2.0,4.0,6.0,2.0,4.0,1975
705,Gene Tormohlen,ATL,1,1,8,1,7,8,1,7,8,1,7,0.125,,,,,,,,,,1975
706,Tom Heinsohn,BOS,7,7,82,54,28,574,372,202,574,372,202,0.648,18.0,12.0,6.0,71.0,42.0,29.0,71.0,42.0,29.0,1975
707,Jack Ramsay,BUF,4,8,82,46,36,328,158,170,656,332,324,0.506,9.0,4.0,5.0,22.0,9.0,13.0,39.0,14.0,25.0,1975
708,Dick Motta,CHI,8,8,82,24,58,656,356,300,656,356,300,0.5429999999999999,,,,47.0,18.0,29.0,47.0,18.0,29.0,1975
709,Bill Fitch,CLE,6,6,82,49,33,492,188,304,492,188,304,0.382,13.0,6.0,7.0,13.0,6.0,7.0,13.0,6.0,7.0,1975
710,Ray Scott,DET,4,4,42,17,25,281,147,134,281,147,134,0.523,,,,10.0,4.0,6.0,10.0,4.0,6.0,1975
711,Herb Brown,DET,1,1,40,19,21,40,19,21,40,19,21,0.475,9.0,4.0,5.0,9.0,4.0,5.0,9.0,4.0,5.0,1975
712,Al Attles,GSW,7,7,82,59,23,522,298,224,522,298,224,0.5710000000000001,13.0,7.0,6.0,51.0,26.0,25.0,51.0,26.0,25.0,1975
713,Johnny Egan,HOU,4,4,82,40,42,281,129,152,281,129,152,0.45899999999999996,,,,8.0,3.0,5.0,8.0,3.0,5.0,1975
714,Phil Johnson,KCK,3,3,82,31,51,222,102,120,222,102,120,0.45899999999999996,,,,6.0,2.0,4.0,6.0,2.0,4.0,1975
715,Bill Sharman,LAL,5,10,82,40,42,410,246,164,819,466,353,0.569,,,,37.0,22.0,15.0,97.0,57.0,40.0,1975
716,Larry Costello,MIL,8,8,82,38,44,656,407,249,656,407,249,0.62,3.0,1.0,2.0,60.0,37.0,23.0,60.0,37.0,23.0,1975
717,Butch van Breda Kolff,NOJ,2,9,82,38,44,148,60,88,577,273,304,0.473,,,,,,,33.0,21.0,12.0,1975
718,Red Holzman,NYK,9,13,82,38,44,700,426,274,903,509,394,0.564,,,,95.0,54.0,41.0,103.0,58.0,45.0,1975
719,Gene Shue,PHI,3,10,82,46,36,246,105,141,794,396,398,0.499,3.0,1.0,2.0,3.0,1.0,2.0,43.0,15.0,28.0,1975
720,John MacLeod,PHO,3,3,82,42,40,246,104,142,246,104,142,0.423,19.0,10.0,9.0,19.0,10.0,9.0,19.0,10.0,9.0,1975
721,Lenny Wilkens,POR,2,5,82,37,45,164,75,89,410,196,214,0.478,,,,,,,,,,1975
722,Bill Russell,SEA,3,6,82,43,39,246,122,124,491,284,207,0.578,6.0,2.0,4.0,15.0,6.0,9.0,61.0,34.0,27.0,1975
723,K.C. Jones,WSB,3,4,82,48,34,246,155,91,330,185,145,0.561,7.0,3.0,4.0,31.0,14.0,17.0,35.0,14.0,21.0,1975
724,Larry Drew,ATL,2,2,66,40,26,148,84,64,148,84,64,0.568,6.0,2.0,4.0,18.0,8.0,10.0,18.0,8.0,10.0,2011
725,Doc Rivers,BOS,8,13,66,39,27,640,375,265,979,546,433,0.5579999999999999,20.0,11.0,9.0,100.0,57.0,43.0,115.0,62.0,53.0,2011
726,Paul Silas,CHA,6,12,66,7,59,401,193,208,875,387,488,0.442,,,,23.0,11.0,12.0,29.0,13.0,16.0,2011
727,Tom Thibodeau,CHI,2,2,66,50,16,148,112,36,148,112,36,0.757,6.0,2.0,4.0,22.0,11.0,11.0,22.0,11.0,11.0,2011
728,Byron Scott,CLE,2,12,66,21,45,148,40,108,855,392,463,0.45799999999999996,,,,,,,57.0,33.0,24.0,2011
729,Rick Carlisle,DAL,4,10,66,36,30,312,198,114,804,479,325,0.596,4.0,0.0,4.0,41.0,23.0,18.0,103.0,53.0,50.0,2011
730,George Karl,DEN,8,24,66,38,28,598,366,232,1805,1074,731,0.595,7.0,3.0,4.0,53.0,19.0,34.0,179.0,78.0,101.0,2011
731,Lawrence Frank,DET,1,8,66,25,41,66,25,41,532,250,282,0.47,,,,,,,38.0,18.0,20.0,2011
732,Mark Jackson,GSW,1,1,66,23,43,66,23,43,66,23,43,0.348,,,,,,,,,,2011
733,Kevin McHale,HOU,1,3,66,34,32,66,34,32,160,73,87,0.456,,,,,,,,,,2011
734,Frank Vogel,IND,2,2,66,42,24,104,62,42,104,62,42,0.596,11.0,6.0,5.0,16.0,7.0,9.0,16.0,7.0,9.0,2011
735,Vinny Del Negro,LAC,2,4,66,40,26,148,72,76,312,154,158,0.494,11.0,4.0,7.0,11.0,4.0,7.0,23.0,8.0,15.0,2011
736,Mike Brown,LAL,1,6,66,41,25,66,41,25,476,313,163,0.6579999999999999,12.0,5.0,7.0,12.0,5.0,7.0,83.0,47.0,36.0,2011
737,Lionel Hollins,MEM,6,6,66,41,25,333,158,175,333,158,175,0.474,7.0,3.0,4.0,20.0,10.0,10.0,20.0,10.0,10.0,2011
738,Erik Spoelstra,MIA,4,4,66,46,20,312,194,118,312,194,118,0.622,23.0,16.0,7.0,56.0,34.0,22.0,56.0,34.0,22.0,2011
739,Scott Skiles,MIL,4,12,66,31,35,312,146,166,844,427,417,0.506,,,,7.0,3.0,4.0,42.0,18.0,24.0,2011
740,Rick Adelman,MIN,1,21,66,26,40,66,26,40,1627,971,656,0.597,,,,,,,157.0,79.0,78.0,2011
741,Avery Johnson,NJN,2,6,66,22,44,148,46,102,412,240,172,0.583,,,,,,,47.0,23.0,24.0,2011
742,Monty Williams,NOH,2,2,66,21,45,148,67,81,148,67,81,0.45299999999999996,,,,6.0,2.0,4.0,6.0,2.0,4.0,2011
743,Mike D'Antoni,NYK,4,10,42,18,24,288,121,167,727,388,339,0.534,,,,4.0,0.0,4.0,55.0,26.0,29.0,2011
744,Mike Woodson,NYK,1,7,24,18,6,24,18,6,516,224,292,0.434,5.0,1.0,4.0,5.0,1.0,4.0,34.0,12.0,22.0,2011
745,Scott Brooks,OKC,4,4,66,47,19,299,174,125,299,174,125,0.5820000000000001,20.0,13.0,7.0,43.0,24.0,19.0,43.0,24.0,19.0,2011
746,Stan Van Gundy,ORL,5,8,66,37,29,394,259,135,579,371,208,0.6409999999999999,5.0,1.0,4.0,59.0,31.0,28.0,87.0,48.0,39.0,2011
747,Doug Collins,PHI,2,10,66,35,31,148,76,72,767,408,359,0.532,13.0,7.0,6.0,18.0,8.0,10.0,56.0,23.0,33.0,2011
748,Alvin Gentry,PHO,4,11,66,33,33,261,145,116,664,322,342,0.485,,,,16.0,10.0,6.0,21.0,12.0,9.0,2011
749,Nate McMillan,POR,7,12,43,20,23,535,266,269,930,478,452,0.514,,,,18.0,6.0,12.0,34.0,14.0,20.0,2011
750,Kaleb Canales,POR,1,1,23,8,15,23,8,15,23,8,15,0.348,,,,,,,,,,2011
751,Paul Westphal,SAC,3,10,7,2,5,171,51,120,597,318,279,0.5329999999999999,,,,,,,49.0,27.0,22.0,2011
752,Keith Smart,SAC,1,3,59,20,39,59,20,39,181,65,116,0.359,,,,,,,,,,2011
753,Gregg Popovich,SAS,16,16,66,50,16,1246,847,399,1246,847,399,0.68,14.0,10.0,4.0,195.0,118.0,77.0,195.0,118.0,77.0,2011
754,Dwane Casey,TOR,1,3,66,23,43,66,23,43,188,76,112,0.40399999999999997,,,,,,,,,,2011
755,Tyrone Corbin,UTA,2,2,66,36,30,94,44,50,94,44,50,0.46799999999999997,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,2011
756,Flip Saunders,WAS,3,16,17,2,15,181,51,130,1164,638,526,0.5479999999999999,,,,,,,98.0,47.0,51.0,2011
757,Randy Wittman,WAS,1,6,49,18,31,49,18,31,356,118,238,0.331,,,,,,,,,,2011
758,Hubie Brown,ATL,1,3,82,31,51,82,31,51,250,135,115,0.54,,,,,,,25.0,17.0,8.0,1976
759,Tom Heinsohn,BOS,8,8,82,44,38,656,416,240,656,416,240,0.634,9.0,5.0,4.0,80.0,47.0,33.0,80.0,47.0,33.0,1976
760,Tates Locke,BUF,1,1,46,16,30,46,16,30,46,16,30,0.348,,,,,,,,,,1976
761,Bob MacKinnon,BUF,1,2,7,3,4,7,3,4,91,35,56,0.385,,,,,,,10.0,5.0,5.0,1976
762,Joe Mullaney,BUF,1,8,29,11,18,29,11,18,566,322,244,0.569,,,,,,,78.0,39.0,39.0,1976
763,Ed Badger,CHI,1,1,82,44,38,82,44,38,82,44,38,0.537,3.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,1976
764,Bill Fitch,CLE,7,7,82,43,39,574,231,343,574,231,343,0.402,3.0,1.0,2.0,16.0,7.0,9.0,16.0,7.0,9.0,1976
765,Larry Brown,DEN,3,5,82,50,32,250,175,75,418,279,139,0.667,6.0,2.0,4.0,32.0,15.0,17.0,48.0,22.0,26.0,1976
766,Herb Brown,DET,2,2,82,44,38,122,63,59,122,63,59,0.516,3.0,1.0,2.0,12.0,5.0,7.0,12.0,5.0,7.0,1976
767,Al Attles,GSW,8,8,82,46,36,604,344,260,604,344,260,0.57,10.0,5.0,5.0,61.0,31.0,30.0,61.0,31.0,30.0,1976
768,Tom Nissalke,HOU,1,6,82,49,33,82,49,33,367,185,182,0.504,12.0,6.0,6.0,12.0,6.0,6.0,29.0,11.0,18.0,1976
769,Slick Leonard,IND,9,11,82,36,46,739,423,316,861,467,394,0.542,,,,116.0,69.0,47.0,116.0,69.0,47.0,1976
770,Phil Johnson,KCK,4,4,82,40,42,304,142,162,304,142,162,0.467,,,,6.0,2.0,4.0,6.0,2.0,4.0,1976
771,Jerry West,LAL,1,1,82,53,29,82,53,29,82,53,29,0.6459999999999999,11.0,4.0,7.0,11.0,4.0,7.0,11.0,4.0,7.0,1976
772,Larry Costello,MIL,9,9,18,3,15,674,410,264,674,410,264,0.608,,,,60.0,37.0,23.0,60.0,37.0,23.0,1976
773,Don Nelson,MIL,1,1,64,27,37,64,27,37,64,27,37,0.42200000000000004,,,,,,,,,,1976
774,Butch van Breda Kolff,NOJ,3,10,26,14,12,174,74,100,603,287,316,0.47600000000000003,,,,,,,33.0,21.0,12.0,1976
775,Elgin Baylor,NOJ,2,2,56,21,35,57,21,36,57,21,36,0.368,,,,,,,,,,1976
776,Red Holzman,NYK,10,14,82,40,42,782,466,316,985,549,436,0.557,,,,95.0,54.0,41.0,103.0,58.0,45.0,1976
777,Kevin Loughery,NYN,4,5,82,22,60,334,190,144,365,195,170,0.534,,,,32.0,21.0,11.0,32.0,21.0,11.0,1976
778,Gene Shue,PHI,4,11,82,50,32,328,155,173,876,446,430,0.509,19.0,10.0,9.0,22.0,11.0,11.0,62.0,25.0,37.0,1976
779,John MacLeod,PHO,4,4,82,34,48,328,138,190,328,138,190,0.42100000000000004,,,,19.0,10.0,9.0,19.0,10.0,9.0,1976
780,Jack Ramsay,POR,1,9,82,49,33,82,49,33,738,381,357,0.516,19.0,14.0,5.0,19.0,14.0,5.0,58.0,28.0,30.0,1976
781,Doug Moe,SAS,1,1,82,44,38,82,44,38,82,44,38,0.537,2.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,1976
782,Bill Russell,SEA,4,7,82,40,42,328,162,166,573,324,249,0.565,,,,15.0,6.0,9.0,61.0,34.0,27.0,1976
783,Dick Motta,WSB,1,9,82,48,34,82,48,34,738,404,334,0.547,9.0,4.0,5.0,9.0,4.0,5.0,56.0,22.0,34.0,1976
784,Red Auerbach,BOS,7,11,72,44,28,494,285,209,719,428,291,0.595,10.0,7.0,3.0,37.0,17.0,20.0,57.0,26.0,31.0,1956
785,Charles Eckman,FTW,3,3,72,34,38,216,114,102,216,114,102,0.528,2.0,0.0,2.0,23.0,10.0,13.0,23.0,10.0,13.0,1956
786,John Kundla,MNL,9,9,72,34,38,620,380,240,620,380,240,0.613,5.0,2.0,3.0,82.0,54.0,28.0,82.0,54.0,28.0,1956
787,Vince Boryla,NYK,2,2,72,36,36,93,45,48,93,45,48,0.484,,,,,,,,,,1956
788,George Senesky,PHW,2,2,72,37,35,144,82,62,144,82,62,0.569,2.0,0.0,2.0,12.0,7.0,5.0,12.0,7.0,5.0,1956
789,Bobby Wanzer,ROC,2,2,72,31,41,144,62,82,144,62,82,0.431,,,,,,,,,,1956
790,Red Holzman,STL,4,4,33,14,19,203,83,120,203,83,120,0.409,,,,8.0,4.0,4.0,8.0,4.0,4.0,1956
791,Slater Martin,STL,1,1,8,5,3,8,5,3,8,5,3,0.625,,,,,,,,,,1956
792,Alex Hannum,STL,1,1,31,15,16,31,15,16,31,15,16,0.484,10.0,6.0,4.0,10.0,6.0,4.0,10.0,6.0,4.0,1956
793,Al Cervi,SYR,8,8,12,4,8,495,294,201,495,294,201,0.594,,,,59.0,33.0,26.0,59.0,33.0,26.0,1956
794,Paul Seymour,SYR,1,1,60,34,26,60,34,26,60,34,26,0.5670000000000001,5.0,2.0,3.0,5.0,2.0,3.0,5.0,2.0,3.0,1956
795,Hubie Brown,ATL,2,4,82,41,41,164,72,92,332,176,156,0.53,2.0,0.0,2.0,2.0,0.0,2.0,27.0,17.0,10.0,1977
796,Tom Heinsohn,BOS,9,9,34,11,23,690,427,263,690,427,263,0.619,,,,80.0,47.0,33.0,80.0,47.0,33.0,1977
797,Tom Sanders,BOS,1,1,48,21,27,48,21,27,48,21,27,0.43799999999999994,,,,,,,,,,1977
798,Cotton Fitzsimmons,BUF,1,7,82,27,55,82,27,55,566,264,302,0.466,,,,,,,6.0,2.0,4.0,1977
799,Ed Badger,CHI,2,2,82,40,42,164,84,80,164,84,80,0.512,,,,3.0,1.0,2.0,3.0,1.0,2.0,1977
800,Bill Fitch,CLE,8,8,82,43,39,656,274,382,656,274,382,0.418,2.0,0.0,2.0,18.0,7.0,11.0,18.0,7.0,11.0,1977
801,Larry Brown,DEN,4,6,82,48,34,332,223,109,500,327,173,0.654,13.0,6.0,7.0,45.0,21.0,24.0,61.0,28.0,33.0,1977
802,Herb Brown,DET,3,3,24,9,15,146,72,74,146,72,74,0.493,,,,12.0,5.0,7.0,12.0,5.0,7.0,1977
803,Bob Kauffman,DET,1,1,58,29,29,58,29,29,58,29,29,0.5,,,,,,,,,,1977
804,Al Attles,GSW,9,9,82,43,39,686,387,299,686,387,299,0.564,,,,61.0,31.0,30.0,61.0,31.0,30.0,1977
805,Tom Nissalke,HOU,2,7,82,28,54,164,77,87,449,213,236,0.474,,,,12.0,6.0,6.0,29.0,11.0,18.0,1977
806,Slick Leonard,IND,10,12,82,31,51,821,454,367,943,498,445,0.528,,,,116.0,69.0,47.0,116.0,69.0,47.0,1977
807,Phil Johnson,KCK,5,5,37,13,24,341,155,186,341,155,186,0.455,,,,6.0,2.0,4.0,6.0,2.0,4.0,1977
808,Larry Staverman,KCK,1,3,45,18,27,45,18,27,132,58,74,0.439,,,,,,,3.0,0.0,3.0,1977
809,Jerry West,LAL,2,2,82,45,37,164,98,66,164,98,66,0.598,3.0,1.0,2.0,14.0,5.0,9.0,14.0,5.0,9.0,1977
810,Don Nelson,MIL,2,2,82,44,38,146,71,75,146,71,75,0.486,9.0,5.0,4.0,9.0,5.0,4.0,9.0,5.0,4.0,1977
811,Kevin Loughery,NJN,5,6,82,24,58,416,214,202,447,219,228,0.49,,,,32.0,21.0,11.0,32.0,21.0,11.0,1977
812,Elgin Baylor,NOJ,3,3,82,39,43,139,60,79,139,60,79,0.43200000000000005,,,,,,,,,,1977
813,Willis Reed,NYK,1,1,82,43,39,82,43,39,82,43,39,0.524,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,1977
814,Gene Shue,PHI,5,12,6,2,4,334,157,177,882,448,434,0.508,,,,22.0,11.0,11.0,62.0,25.0,37.0,1977
815,Billy Cunningham,PHI,1,1,76,53,23,76,53,23,76,53,23,0.6970000000000001,10.0,6.0,4.0,10.0,6.0,4.0,10.0,6.0,4.0,1977
816,John MacLeod,PHO,5,5,82,49,33,410,187,223,410,187,223,0.456,2.0,0.0,2.0,21.0,10.0,11.0,21.0,10.0,11.0,1977
817,Jack Ramsay,POR,2,10,82,58,24,164,107,57,820,439,381,0.535,6.0,2.0,4.0,25.0,16.0,9.0,64.0,30.0,34.0,1977
818,Doug Moe,SAS,2,2,82,52,30,164,96,68,164,96,68,0.585,6.0,2.0,4.0,8.0,2.0,6.0,8.0,2.0,6.0,1977
819,Bob Hopkins,SEA,1,1,22,5,17,22,5,17,22,5,17,0.22699999999999998,,,,,,,,,,1977
820,Lenny Wilkens,SEA,4,6,60,42,18,306,163,143,470,238,232,0.506,22.0,13.0,9.0,22.0,13.0,9.0,22.0,13.0,9.0,1977
821,Dick Motta,WSB,2,10,82,44,38,164,92,72,820,448,372,0.546,21.0,14.0,7.0,30.0,18.0,12.0,77.0,36.0,41.0,1977
